id,Target
1,12.2521515
2,14.873138
3,6.595352
4,10.871181
5,9.963685
6,11.491055
7,10.056431
8,8.822733
9,9.899925
10,10.223749
11,11.055065
12,8.023114
13,10.382382
14,9.086681
15,13.962433
16,13.647344
17,14.748182
18,6.9165506
19,9.403095
20,10.91289
21,8.8475
22,9.313343
23,9.913675
24,8.121804
25,13.790525
26,7.122056
27,10.251564
28,15.898023
29,11.044566
30,12.208407
31,6.6044617
32,10.364794
33,6.879372
34,10.703926
35,10.667383
36,7.953114
37,10.037762
38,10.0409775
39,12.112339
40,9.212425
41,11.282087
42,9.070791
43,8.011538
44,12.79575
45,6.606701
46,9.759611
47,8.373915
48,10.4591465
49,10.236158
50,8.642879
51,10.090841
52,10.1855545
53,12.280157
54,10.247426
55,9.134258
56,9.915195
57,10.598011
58,10.08638
59,10.177289
60,6.873204
61,11.710188
62,14.238857
63,6.8329816
64,15.381416
65,13.409111
66,9.512893
67,8.435116
68,9.016701
69,12.606004
70,8.898592
71,9.056464
72,9.473621
73,7.8428288
74,8.912937
75,9.629221
76,7.501647
77,15.078689
78,9.565184
79,9.454539
80,9.50268
81,10.502165
82,10.305612
83,10.23071
84,7.0097375
85,9.815865
86,5.562847
87,10.234186
88,7.8991737
89,6.913435
90,10.830579
91,11.738113
92,9.526457
93,10.517782
94,13.141206
95,9.896228
96,11.205042
97,10.258406
98,10.815544
99,9.236126
100,10.954416
101,12.674229
102,10.155815
103,12.490429
104,10.0901375
105,11.531137
106,7.805497
107,10.839854
108,8.86191
109,8.954895
110,9.893068
111,9.782362
112,12.9615345
113,17.37774
114,10.468895
115,8.712589
116,10.556803
117,9.4449005
118,8.150661
119,9.017189
120,11.1519165
121,9.336397
122,12.367842
123,11.2246
124,7.522046
125,7.2537117
126,12.313808
127,11.253906
128,13.767344
129,12.560963
130,12.528083
131,7.361101
132,9.085819
133,6.3076935
134,9.443499
135,10.292147
136,15.563643
137,9.000939
138,8.828039
139,7.6889014
140,8.62867
141,9.682127
142,7.457583
143,10.711852
144,11.201389
145,10.4044285
146,9.9984
147,10.721378
148,9.733061
149,4.7608643
150,9.74217
151,11.741335
152,6.887196
153,7.0029325
154,12.901745
155,11.077574
156,7.3762503
157,10.960238
158,10.934098
159,7.9529805
160,9.964215
161,13.773359
162,6.922201
163,9.704517
164,11.450548
165,10.273644
166,6.9380274
167,7.075183
168,14.480935
169,9.588408
170,14.15204
171,6.40582
172,9.829397
173,12.7823105
174,13.100496
175,7.4917083
176,10.034882
177,8.050096
178,10.086344
179,13.725807
180,10.749291
181,8.586949
182,9.424324
183,9.768486
184,10.474827
185,9.263535
186,10.619755
187,8.179124
188,10.232915
189,10.1779995
190,13.7431755
191,9.095368
192,11.173845
193,9.124262
194,7.1184926
195,11.499346
196,8.535887
197,9.959652
198,8.944897
199,11.655703
200,8.807621
201,8.501757
202,10.632893
203,10.730167
204,7.473192
205,8.675739
206,8.966774
207,8.318584
208,9.503532
209,17.726194
210,9.147187
211,10.51045
212,8.236044
213,11.423841
214,10.779572
215,10.127678
216,8.989877
217,8.978342
218,12.246702
219,6.9600983
220,9.219535
221,6.5173016
222,13.517214
223,14.635514
224,6.117441
225,10.810705
226,6.9848776
227,10.789236
228,8.849539
229,9.322007
230,9.463733
231,10.418884
